aX,aY,aZ,gX,gY,gZ,target
-821,-171,-9541,1,0,-2,0
-836,-166,-9554,0,1,-2,0
-854,-161,-9567,3,1,-3,0
-836,-149,-9553,5,1,-3,0
-830,-154,-9524,1,3,-3,0
-828,-160,-9547,2,1,-3,0
-817,-160,-9554,4,3,-3,0
-800,-171,-9535,5,2,-3,0
-816,-185,-9549,2,2,-1,0
-818,-160,-9573,2,2,-2,0
-820,-159,-9571,2,2,-3,0
-824,-150,-9555,3,2,-3,0
-827,-152,-9545,4,2,-3,0
-826,-136,-9557,2,2,-3,0
-828,-124,-9551,1,1,-2,0
-815,-108,-9548,2,1,-3,0
-809,-155,-9555,5,3,-4,0
-805,-168,-9577,5,2,-3,0
-810,-172,-9568,4,1,-2,0
-781,-192,-9545,6,3,-2,0
-768,-198,-9547,4,2,-2,0
-820,-178,-9573,-1,0,-2,0
-830,-184,-9541,2,1,-2,0
-826,-183,-9519,6,1,-2,0
-834,-160,-9537,1,0,-3,0
-841,-132,-9555,-2,0,-2,0
-842,-132,-9555,2,1,-3,0
-834,-154,-9545,6,3,-3,0
-833,-152,-9541,3,2,-3,0
-833,-152,-9541,3,2,-3,0
-830,-123,-9548,2,2,-2,0
-818,-126,-9561,4,2,-3,0
-804,-146,-9541,4,2,-1,0
-812,-158,-9535,3,1,-2,0
-817,-173,-9571,4,2,-2,0
-812,-162,-9568,4,3,-3,0
-822,-179,-9550,2,2,-2,0
-834,-164,-9569,0,1,-3,0
-829,-184,-9561,4,3,-5,0
-817,-198,-9560,5,4,-4,0
-814,-195,-9551,2,2,-3,0
-811,-197,-9560,2,2,-3,0
-817,-169,-9544,3,1,-3,0
-808,-159,-9550,2,1,-3,0
-826,-143,-9541,2,3,-3,0
-839,-135,-9547,1,0,-2,0
-829,-108,-9572,0,0,-3,0
-826,-112,-9568,2,2,-3,0
-830,-134,-9554,5,2,-3,0
-820,-135,-9551,4,3,-4,0
-830,-164,-9555,2,1,-2,0
-820,-162,-9545,3,1,-2,0
-816,-180,-9561,6,3,-2,0
-816,-184,-9557,5,3,-2,0
-832,-180,-9567,1,2,-5,0
-827,-174,-9565,0,0,-4,0
-812,-161,-9549,2,0,-3,0
-822,-158,-9529,3,2,-3,0
-812,-150,-9557,1,2,-4,0
-815,-148,-9551,2,1,-3,0
-815,-140,-9539,4,1,-2,0
-803,-146,-9536,2,2,-3,0
-805,-141,-9543,2,3,-4,0
-788,-167,-9574,3,1,-4,0
-797,-169,-9563,5,1,-2,0
-810,-160,-9545,3,1,-2,0
-822,-158,-9553,1,1,-1,0
-829,-149,-9534,4,1,-3,0
-812,-184,-9534,5,2,-3,0
-821,-175,-9539,3,2,-2,0
-827,-166,-9568,2,2,-1,0
-810,-178,-9560,2,2,-4,0
-828,-175,-9565,3,2,-4,0
-820,-172,-9556,2,2,-3,0
-809,-159,-9556,2,1,-2,0
-815,-150,-9551,4,1,-2,0
-810,-138,-9559,3,0,-4,0
-809,-136,-9572,1,0,-2,0
-816,-118,-9542,2,0,-3,0
-816,-141,-9543,5,2,-3,0
-817,-156,-9534,2,1,-2,0
-826,-132,-9553,1,0,-2,0
-821,-144,-9549,3,0,-2,0
-810,-152,-9550,4,3,-1,0
-832,-154,-9561,1,0,-2,0
-828,-173,-9556,0,0,-2,0
-845,-165,-9539,3,2,-3,0
-827,-162,-9532,3,1,-3,0
-821,-178,-9556,0,0,-2,0
-839,-179,-9538,2,1,-3,0
-840,-174,-9534,4,2,-3,0
-833,-171,-9539,2,2,-3,0
-821,-153,-9545,0,1,-2,0
-820,-160,-9544,1,1,-3,0
-823,-159,-9547,-1,1,-3,0
-806,-134,-9560,-3,2,-4,0
-810,-140,-9560,5,3,-3,0
-805,-177,-9539,9,4,-3,0
-791,-150,-9567,2,1,-4,0
-811,-135,-9566,-1,0,-3,0
-818,-152,-9550,5,1,-3,0
-812,-152,-9538,6,2,-3,0
-816,-146,-9559,1,1,-3,0
-835,-137,-9560,0,1,-2,0
-833,-143,-9572,5,2,-3,0
-820,-167,-9550,4,4,-4,0
-816,-156,-9548,2,3,-3,0
-837,-146,-9569,0,2,-3,0
-818,-155,-9559,3,1,-2,0
-821,-166,-9534,5,2,-2,0
-822,-175,-9560,3,2,-4,0
-804,-160,-9562,1,2,-3,0
-803,-154,-9553,2,4,-3,0
-815,-161,-9551,2,2,-1,0
-824,-162,-9549,2,2,-2,0
-823,-148,-9543,0,2,-3,0
-810,-155,-9556,4,0,-4,0
-811,-168,-9551,7,3,-3,0
-812,-158,-9547,3,3,-3,0
-822,-158,-9565,2,1,-3,0
-827,-159,-9553,4,2,-3,0
-827,-159,-9553,4,2,-3,0
-830,-160,-9562,4,3,-2,0
-827,-148,-9551,3,1,-2,0
-826,-141,-9547,4,1,-2,0
-833,-129,-9543,3,1,-3,0
-833,-144,-9548,2,2,-3,0
-834,-152,-9562,2,2,-4,0
-818,-161,-9547,5,2,-3,0
-808,-168,-9531,5,2,-2,0
-808,-192,-9550,4,1,-3,0
-791,-187,-9602,0,0,-3,0
-829,-166,-9410,11,5,-2,0
-786,-235,-9647,-2,2,-2,0
-857,-41,-9572,-28,-11,0,0
-848,-160,-9584,21,9,-3,0
-808,-172,-9456,18,2,-5,0
-794,-175,-9537,-1,1,-3,0
-823,-147,-9633,-9,-1,-2,0
-849,-111,-9553,3,-1,-2,0
-810,-219,-9506,22,7,-4,0
-809,-199,-9536,-1,2,-1,0
-840,-96,-9563,-10,-3,0,0
-824,-152,-9578,12,2,-3,0
-837,-156,-9523,5,1,-4,0
-824,-130,-9557,-3,0,-2,0
-827,-129,-9584,3,2,-2,0
-814,-156,-9549,9,4,-4,0
-805,-166,-9520,3,3,-3,0
-824,-160,-9578,-1,0,-2,0
-828,-155,-9544,3,3,-4,0
-809,-183,-9528,8,4,-4,0
-814,-158,-9535,2,1,-2,0
-814,-161,-9561,2,1,-2,0
-800,-180,-9548,8,3,-3,0
-820,-162,-9568,3,0,-2,0
-833,-137,-9567,-1,2,-2,0
-841,-166,-9545,5,2,-2,0
-848,-165,-9544,3,0,-2,0
-852,-143,-9555,0,1,-4,0
-841,-150,-9541,5,3,-4,0
-810,-190,-9551,4,3,-4,0
-821,-177,-9578,3,0,-3,0
-816,-150,-9561,3,1,-3,0
-822,-181,-9530,5,2,-2,0
-815,-154,-9554,1,2,-3,0
-814,-131,-9555,0,1,-3,0
-815,-155,-9562,4,1,-3,0
-810,-159,-9569,1,0,-2,0
-811,-148,-9560,2,1,-2,0
-803,-153,-9547,5,4,-3,0
-800,-154,-9539,3,1,-3,0
-843,-136,-9568,1,0,-3,0
-815,-162,-9563,5,1,-3,0
-815,-173,-9539,2,2,-4,0
-834,-168,-9551,1,2,-2,0
-827,-173,-9560,4,2,-3,0
-829,-178,-9526,3,1,-2,0
-823,-167,-9551,3,2,-3,0
-840,-155,-9565,1,1,-3,0
-843,-155,-9549,4,1,-3,0
-820,-162,-9539,5,2,-1,0
-802,-152,-9563,1,2,-3,0
-797,-144,-9555,3,1,-3,0
-812,-153,-9545,5,1,-2,0
-812,-144,-9549,3,1,-2,0
-808,-146,-9567,2,2,-2,0
-815,-137,-9550,3,1,-3,0
-832,-169,-9550,4,1,-3,0
-829,-161,-9562,1,2,-4,0
-822,-156,-9549,2,2,-3,0
-826,-174,-9548,5,2,-2,0
-830,-166,-9584,2,1,-2,0
-832,-178,-9536,4,1,-2,0
-828,-169,-9556,2,1,-2,0
-812,-160,-9543,3,2,-3,0
-829,-152,-9548,3,2,-3,0
-820,-142,-9568,1,1,-1,0
-820,-143,-9554,3,2,-2,0
-823,-162,-9559,4,1,-4,0
-829,-143,-9560,4,2,-3,0
-808,-162,-9569,3,2,-3,0
-800,-173,-9530,3,2,-3,0
-804,-179,-9538,2,1,-3,0
-829,-162,-9585,0,1,-2,0
-812,-171,-9549,6,3,-2,0
-824,-172,-9543,4,2,-3,0
-836,-150,-9572,1,0,-4,0
-824,-142,-9571,2,1,-2,0
-824,-134,-9560,2,0,-2,0
-820,-137,-9554,4,1,-3,0
-818,-138,-9557,3,1,-3,0
-821,-141,-9572,1,0,-2,0
-821,-141,-9572,1,0,-2,0
-834,-159,-9544,1,0,-3,0
-810,-179,-9536,2,2,-2,0
-811,-187,-9556,0,0,-2,0
-821,-165,-9565,-3,-1,-2,0
-815,-168,-9544,2,0,-3,0
-827,-180,-9532,5,0,-1,0
-839,-154,-9543,0,0,-2,0
-834,-122,-9545,-4,0,-4,0
-824,-131,-9557,1,1,-3,0
-817,-137,-9556,3,2,-3,0
-822,-141,-9572,-1,0,-3,0
-817,-135,-9562,0,0,-1,0
-799,-148,-9549,6,2,-3,0
-800,-154,-9550,3,2,-3,0
-830,-153,-9567,-2,0,-2,0
-839,-134,-9557,2,0,-3,0
-830,-162,-9535,7,3,-2,0
-834,-169,-9541,3,2,-3,0
-833,-165,-9578,0,1,-4,0
-828,-180,-9557,3,2,-3,0
-827,-173,-9537,5,2,-3,0
-823,-173,-9551,1,2,-3,0
-822,-161,-9554,0,1,-3,0
-828,-162,-9539,4,3,-3,0
-822,-174,-9538,5,3,-2,0
-805,-148,-9554,0,1,-2,0
-809,-140,-9598,-2,1,-4,0
-805,-122,-9578,2,1,-2,0
-817,-130,-9561,5,3,-3,0
-792,-159,-9544,6,2,-2,0
-802,-154,-9573,1,0,-3,0
-812,-147,-9549,1,1,-3,0
-817,-169,-9532,6,2,-2,0
-823,-175,-9541,6,3,-2,0
-840,-174,-9547,4,3,-3,0
-837,-178,-9542,3,2,-2,0
-845,-172,-9560,4,2,-2,0
-827,-159,-9568,2,2,-3,0
-828,-153,-9568,4,3,-3,0
-841,-136,-9526,7,3,-4,0
-827,-172,-9542,7,4,-4,0
-803,-142,-9553,0,0,-4,0
-799,-128,-9551,2,1,-3,0
-802,-143,-9559,6,3,-2,0
-794,-126,-9549,2,1,-2,0
-798,-131,-9545,2,1,-2,0
-812,-142,-9545,2,1,-2,0
-830,-160,-9562,2,1,-3,0
-834,-162,-9568,3,0,-2,0
-816,-162,-9524,2,0,-3,0
-814,-179,-9537,5,3,-4,0
-837,-185,-9550,1,3,-4,0
-851,-159,-9559,-2,0,-4,0
-827,-155,-9549,6,2,-3,0
-827,-150,-9526,9,3,-4,0
-826,-164,-9560,6,2,-4,0
-828,-165,-9646,-3,1,-2,0
-828,-110,-9542,1,1,-2,0
-778,-164,-9520,18,6,-3,0
-798,-179,-9532,5,2,-2,0
-826,-126,-9575,-7,-1,-2,0
-830,-118,-9563,3,2,-3,0
-817,-149,-9508,11,4,-3,0
-817,-161,-9557,2,2,-4,0
-837,-142,-9573,-2,0,-3,0
-826,-161,-9554,5,2,-2,0
-820,-187,-9529,6,3,-2,0
-836,-172,-9548,-3,0,-3,0
-845,-147,-9569,-3,1,-3,0
-845,-159,-9536,1,2,-3,0
-835,-160,-9556,1,1,-3,0
-814,-161,-9575,0,0,-2,0
-808,-143,-9566,3,3,-2,0
-794,-160,-9545,9,4,-2,0
-773,-168,-9531,5,2,-3,0
-780,-165,-9595,0,1,-2,0
-796,-149,-9580,0,0,-2,0
-810,-161,-9548,6,2,-4,0
-824,-158,-9526,6,3,-2,0
-826,-162,-9559,1,1,-3,0
-835,-156,-9548,1,0,-4,0
-845,-153,-9542,5,2,-2,0
-865,-165,-9519,4,1,-2,0
-866,-173,-9565,0,1,-3,0
-872,-136,-9523,-1,1,-2,0
-843,-155,-9518,9,5,-3,0
-817,-159,-9562,1,1,-3,0
-814,-129,-9592,-5,-1,-2,0
-794,-136,-9563,7,3,-3,0
-775,-165,-9505,9,4,-3,0
-775,-165,-9505,9,4,-3,0
-791,-149,-9534,1,2,-2,0
-808,-138,-9609,-4,1,-1,0
-792,-138,-9549,5,3,-4,0
-790,-197,-9519,12,4,-4,0
-808,-192,-9571,-1,0,-3,0
-822,-166,-9568,-3,0,-3,0
-828,-199,-9551,9,2,-4,0
-846,-162,-9501,6,0,-3,0
-883,-140,-9556,-1,0,-2,0
-857,-140,-9553,0,1,-3,0
-835,-158,-9517,9,4,-4,0
-832,-153,-9559,2,1,-3,0
-840,-117,-9537,-1,1,-2,0
-836,-125,-9538,8,5,-3,0
-810,-148,-9555,5,4,-4,0
-809,-141,-9563,-2,0,-3,0
-809,-153,-9520,6,3,-3,0
-792,-195,-9569,6,4,-3,0
-779,-167,-9573,-4,-1,-3,0
-788,-155,-9526,5,1,-3,0
-802,-185,-9528,11,3,-3,0
-805,-162,-9562,-1,-2,-1,0
-833,-134,-9599,-3,0,-1,0
-857,-146,-9518,8,2,-2,0
-846,-191,-9524,7,3,-4,0
-847,-156,-9554,-4,-2,-3,0
-863,-124,-9551,1,2,-2,0
-834,-159,-9524,11,5,-4,0
-829,-185,-9559,2,2,-1,0
-824,-114,-9547,-4,0,-2,0
-822,-148,-9538,10,6,-4,0
-809,-161,-9539,5,3,-3,0
-812,-131,-9591,-5,0,-2,0
-818,-146,-9567,1,2,-2,0
-782,-173,-9520,11,3,-2,0
-785,-191,-9563,2,1,-3,0
-809,-160,-9579,-4,-1,-3,0
-814,-174,-9525,6,1,-4,0
-810,-220,-9529,8,3,-4,0
-828,-171,-9562,-3,0,-2,0
-836,-142,-9569,0,0,-1,0
-840,-171,-9535,7,1,-4,0
-847,-156,-9537,0,0,-3,0
-851,-104,-9571,-2,0,-2,0
-847,-101,-9536,6,3,-4,0
-829,-155,-9517,9,5,-3,0
-834,-147,-9553,0,2,-3,0
-830,-131,-9563,0,2,-3,0
-805,-159,-9547,9,3,-4,0
-803,-178,-9553,6,4,-4,0
-810,-186,-9571,0,1,-4,0
-806,-181,-9574,3,2,-4,0
-812,-181,-9544,5,1,-2,0
-824,-165,-9562,0,1,-4,0
-830,-160,-9551,0,2,-3,0
-842,-171,-9532,4,2,-3,0
-830,-153,-9544,1,1,-3,0
-826,-136,-9565,-1,1,-3,0
-827,-131,-9563,3,2,-4,0
-824,-156,-9528,6,2,-3,0
-821,-138,-9539,2,2,-4,0
-812,-154,-9550,1,1,-4,0
-817,-162,-9553,3,1,-3,0
-822,-169,-9542,3,2,-4,0
-812,-159,-9555,3,1,-2,0
-815,-159,-9561,4,1,-4,0
-823,-167,-9545,3,1,-4,0
-808,-168,-9543,0,1,-3,0
-814,-167,-9560,1,0,-3,0
-808,-168,-9559,3,1,-2,0
-798,-159,-9544,1,1,-2,0
-811,-161,-9557,-2,1,-2,0
-829,-153,-9568,-3,0,-2,0
-834,-143,-9550,2,0,-3,0
-839,-149,-9551,3,0,-4,0
-834,-130,-9567,1,0,-2,0
-837,-146,-9541,5,0,-3,0
-832,-153,-9530,9,2,-3,0
-834,-150,-9555,1,0,-1,0
-806,-147,-9559,0,1,-1,0
-800,-149,-9550,3,1,-3,0
-828,-153,-9563,4,2,-3,0
-817,-186,-9524,3,2,-3,0
-839,-160,-9538,-3,0,-2,0
-847,-141,-9562,-2,0,-3,0
-852,-161,-9541,4,2,-4,0
-846,-162,-9530,2,2,-3,0
-834,-156,-9549,-1,2,-3,0
-833,-148,-9578,1,1,-3,0
-830,-152,-9559,5,2,-3,0
-816,-155,-9526,3,2,-3,0
-816,-155,-9526,3,2,-3,0
-821,-146,-9553,1,1,-2,0
-820,-147,-9550,1,2,-3,0
-814,-155,-9547,3,2,-1,0
-808,-162,-9557,5,1,-2,0
-827,-153,-9553,3,0,-3,0
-834,-164,-9560,0,1,-2,0
-834,-155,-9567,2,1,-3,0
-837,-162,-9548,3,2,-4,0
-820,-168,-9545,3,2,-2,0
-811,-162,-9542,3,2,-4,0
-818,-155,-9548,3,1,-3,0
-829,-161,-9554,3,0,-3,0
-823,-137,-9556,3,2,-4,0
-803,-148,-9563,3,3,-4,0
-811,-148,-9555,4,2,-1,0
-824,-152,-9562,3,1,-1,0
-821,-143,-9556,3,1,-1,0
-824,-154,-9537,4,2,-3,0
-837,-166,-9550,4,2,-3,0
-826,-138,-9548,3,1,-3,0
-827,-160,-9539,1,1,-2,0
-827,-156,-9555,2,1,-3,0
-824,-134,-9579,3,1,-3,0
-818,-149,-9560,1,1,-3,0
-822,-159,-9544,3,1,-2,0
-818,-158,-9526,2,2,-2,0
-817,-154,-9567,2,1,-3,0
-834,-154,-9567,2,0,-3,0
-835,-162,-9534,4,1,-3,0
-830,-155,-9548,3,1,-2,0
-808,-162,-9555,2,2,-3,0
-823,-169,-9562,4,3,-3,0
-822,-152,-9544,3,2,-3,0
-815,-153,-9555,0,1,-4,0
-818,-148,-9557,2,1,-2,0
-826,-141,-9539,1,0,-3,0
-818,-141,-9543,2,0,-3,0
-826,-124,-9557,1,1,-2,0
-827,-149,-9556,4,2,-3,0
-826,-158,-9547,5,2,-3,0
-827,-155,-9557,3,2,-3,0
-826,-155,-9567,2,1,-3,0
-821,-166,-9555,3,0,-3,0
-830,-169,-9551,3,2,-3,0
-841,-160,-9565,2,2,-2,0
-829,-164,-9554,2,1,-3,0
-810,-171,-9542,4,1,-3,0
-818,-149,-9549,3,0,-2,0
-824,-153,-9523,2,1,-3,0
-837,-171,-9528,-5,0,-2,0
-841,-149,-9565,-17,-4,-1,0
-837,-113,-9592,-18,-3,-1,0
-839,-114,-9599,-3,0,-2,0
-822,-164,-9575,12,4,-3,0
-809,-201,-9525,17,5,-4,0
-800,-190,-9536,4,2,-2,0
-830,-137,-9559,-3,-1,-2,0
-828,-148,-9549,1,1,-4,0
-829,-142,-9541,6,2,-4,0
-847,-162,-9541,5,1,-3,0
-824,-155,-9531,0,2,-4,0
-817,-141,-9569,-4,1,-2,0
-820,-149,-9568,-2,1,-2,0
-837,-140,-9560,1,1,-3,0
-839,-140,-9559,4,3,-3,0
-822,-167,-9569,6,2,-3,0
-823,-165,-9562,7,2,-4,0
-812,-159,-9551,6,2,-3,0
-802,-162,-9568,5,1,-3,0
-811,-137,-9565,3,1,-3,0
-823,-134,-9553,7,1,-3,0
-809,-141,-9538,9,4,-4,0
-832,-146,-9537,6,2,-4,0
-832,-153,-9542,5,2,-3,0
-820,-141,-9557,4,4,-4,0
-810,-161,-9536,9,5,-3,0
-809,-177,-9531,7,3,-3,0
-822,-160,-9559,0,1,-4,0
-818,-153,-9560,-2,1,-2,0
-833,-129,-9556,1,0,-2,0
-832,-135,-9553,3,2,-3,0
-822,-142,-9538,3,1,-3,0
-832,-134,-9560,0,1,-3,0
-836,-130,-9569,2,3,-3,0
-822,-147,-9548,5,3,-4,0
-820,-153,-9531,3,2,-4,0
-840,-155,-9561,1,2,-2,0
-834,-162,-9562,2,2,-3,0
-817,-164,-9543,5,2,-3,0
-818,-155,-9555,2,0,-2,0
-827,-148,-9553,0,1,-3,0
-827,-148,-9553,0,1,-3,0
-826,-147,-9548,3,2,-3,0
-829,-161,-9532,5,1,-4,0
-822,-161,-9551,4,1,-3,0
-829,-158,-9551,0,1,-2,0
-834,-134,-9562,1,1,-2,0
-818,-142,-9551,3,4,-3,0
-823,-161,-9548,4,4,-2,0
-823,-158,-9549,3,2,-2,0
-829,-165,-9551,2,2,-2,0
-817,-148,-9557,2,3,-3,0
-818,-180,-9542,3,2,-3,0
-818,-183,-9529,-8,0,-4,0
-839,-143,-9563,-20,-4,-2,0
-855,-40,-9672,-2,0,-3,0
-818,-128,-9586,43,12,-7,0
-802,-235,-9439,44,12,-6,0
-811,-205,-9482,-2,0,-3,0
-858,-105,-9617,-22,-4,-2,0
-843,-108,-9623,14,5,-4,0
-804,-238,-9449,38,12,-6,0
-815,-220,-9465,-8,0,-3,0
-848,-88,-9616,-35,-6,0,0
-836,-110,-9615,-1,3,-2,0
-806,-189,-9486,14,7,-3,0
-828,-180,-9510,-13,-1,-2,0
-830,-128,-9596,-29,-5,0,0
-832,-119,-9593,-14,-1,-1,0
-806,-173,-9551,-3,1,0,0
-845,-125,-9572,-9,0,2,0
-834,-136,-9565,0,2,1,0
-809,-149,-9561,4,3,3,0
-787,-134,-9561,2,1,1,0
-818,-158,-9545,4,1,0,0
-830,-147,-9551,3,1,0,0
-843,-140,-9553,2,1,0,0
-829,-137,-9556,3,2,-2,0
-833,-130,-9555,3,1,-1,0
-816,-146,-9545,2,1,-3,0
-817,-158,-9550,2,2,-2,0
-812,-152,-9549,3,2,-2,0
-812,-143,-9572,1,0,-2,0
-846,-136,-9548,3,2,-2,0
-839,-147,-9559,4,1,-2,0
-833,-156,-9559,2,1,-3,0
-837,-153,-9555,3,3,-3,0
-841,-136,-9548,3,1,-3,0
-816,-138,-9559,3,1,-3,0
-810,-149,-9566,3,2,-2,0
-822,-135,-9568,2,2,-3,0
-821,-142,-9547,3,1,-2,0
-814,-144,-9566,3,1,-3,0
-817,-153,-9555,2,0,-3,0
-817,-132,-9542,2,2,-3,0
-835,-140,-9543,3,3,-3,0
-839,-141,-9554,4,2,-3,0
-815,-132,-9578,4,2,-2,0
-817,-134,-9579,2,1,-2,0
-815,-144,-9549,3,1,-3,0
-820,-148,-9545,3,2,-3,0
-799,-143,-9548,3,0,-2,0
-818,-148,-9550,2,0,-2,0
-821,-150,-9550,3,0,-4,0
-814,-144,-9555,3,0,-3,0
-841,-98,-9613,12,4,-5,0
-811,-167,-9513,35,9,-5,0
-763,-239,-9481,21,5,2,0
-800,-208,-9472,-3,-1,25,0
-905,-34,-9575,-32,-7,24,0
-870,-38,-9681,-14,-2,0,0
-817,-202,-9482,30,9,-6,0
-798,-187,-9496,3,2,-2,0
-820,-120,-9608,-11,-2,-1,0
-822,-140,-9578,7,3,-2,0
-812,-169,-9495,12,4,-3,0
-823,-152,-9549,-4,-1,-2,0
-828,-129,-9585,-5,0,-3,0
-821,-160,-9550,8,4,-4,0
-822,-183,-9519,10,4,-4,0
-837,-156,-9532,-1,1,-3,0
-833,-144,-9545,-3,1,-1,0
-832,-135,-9531,2,2,-3,0
-843,-125,-9529,4,3,-4,0
-858,-138,-9528,6,6,-3,0
-839,-164,-9567,2,3,-4,0
-826,-130,-9645,-8,-2,-3,0
-820,-111,-9568,0,0,-3,0
-786,-178,-9487,21,7,-4,0
-784,-203,-9510,11,2,-3,0
-828,-152,-9578,-10,-3,-1,0
-858,-123,-9572,-5,-1,-2,0
-851,-159,-9512,10,3,-3,0
-851,-159,-9512,10,3,-3,0
-853,-185,-9551,5,3,-4,0
-855,-144,-9562,-1,1,-4,0
-833,-146,-9528,3,3,-5,0
-810,-142,-9554,3,2,-4,0
-851,-124,-9559,-3,1,-3,0
-855,-124,-9536,1,3,-4,0
-843,-156,-9516,9,5,-5,0
-818,-152,-9528,4,3,-3,0
-805,-136,-9569,-1,1,-2,0
-810,-146,-9577,0,3,-2,0
-797,-146,-9560,3,4,-2,0
-810,-144,-9568,4,3,-3,0
-806,-150,-9538,5,2,-2,0
-809,-174,-9519,5,3,-2,0
-820,-162,-9550,0,2,-3,0
-836,-144,-9572,-3,0,-3,0
-816,-149,-9566,6,3,-4,0
-796,-185,-9538,8,3,-4,0
-808,-146,-9545,-3,1,-3,0
-820,-116,-9567,-3,0,-2,0
-830,-141,-9536,5,2,-3,0
-823,-162,-9547,6,3,-2,0
-843,-134,-9565,1,0,-2,0
-821,-136,-9530,1,1,-3,0
-816,-148,-9542,3,2,-2,0
-821,-168,-9550,1,2,-3,0
-815,-148,-9573,4,1,-2,0
-803,-158,-9548,4,1,-2,0
-809,-149,-9557,1,2,-3,0
-827,-156,-9542,3,2,-3,0
-811,-171,-9550,4,2,-3,0
-823,-162,-9545,3,2,-3,0
-827,-146,-9551,1,0,-2,0
-845,-129,-9544,2,0,-3,0
-845,-120,-9550,1,2,-4,0
-840,-123,-9551,3,1,-3,0
-840,-128,-9545,3,2,-3,0
-826,-130,-9543,2,2,-3,0
-822,-137,-9548,3,3,-3,0
-820,-141,-9551,3,2,-3,0
-817,-153,-9561,4,2,-2,0
-821,-153,-9562,4,2,-2,0
-824,-164,-9538,4,2,-2,0
-811,-155,-9548,3,1,-2,0
-804,-146,-9572,1,2,-4,0
-808,-155,-9560,3,2,-2,0
-796,-150,-9536,5,3,-3,0
-794,-142,-9547,2,2,-3,0
-822,-135,-9572,0,2,-3,0
-822,-146,-9550,3,3,-3,0
-824,-147,-9548,4,2,-4,0
-827,-142,-9567,2,2,-4,0
-841,-131,-9563,1,1,-3,0
-840,-152,-9544,3,1,-3,0
-817,-143,-9573,2,2,-3,0
-849,-128,-9541,2,1,-2,0
-846,-147,-9537,5,3,-3,0
-821,-164,-9547,3,3,-3,0
-830,-132,-9571,0,2,-3,0
-815,-129,-9536,2,2,-3,0
-817,-161,-9539,6,3,-4,0
-806,-173,-9563,3,2,-4,0
-800,-161,-9562,0,1,-3,0
-810,-146,-9551,3,2,-2,0
-805,-154,-9538,4,1,-3,0
-818,-143,-9553,1,1,-3,0
-826,-124,-9555,1,1,-2,0
-849,-132,-9535,2,1,-3,0
-846,-134,-9562,1,2,-3,0
-847,-126,-9563,2,2,-3,0
-841,-136,-9534,5,2,-2,0
-836,-144,-9535,3,2,-3,0
-835,-154,-9553,1,1,-3,0
-810,-138,-9551,2,1,-3,0
-809,-159,-9554,4,3,-4,0
-792,-154,-9555,3,2,-3,0
-778,-153,-9565,0,1,-2,0
-791,-153,-9563,2,2,-3,0
-822,-140,-9531,2,2,-2,0
-829,-138,-9548,0,2,-1,0
-839,-146,-9568,1,1,-2,0
-835,-142,-9551,5,2,-3,0
-832,-144,-9549,4,0,-3,0
-833,-137,-9541,0,1,-3,0
-827,-146,-9553,2,1,-4,0
-824,-160,-9565,5,1,-2,0
-833,-155,-9544,2,1,-3,0
-828,-149,-9539,1,2,-2,0
-832,-152,-9536,3,2,-2,0
-817,-161,-9538,2,1,-3,0
-817,-161,-9538,2,1,-3,0
-826,-128,-9560,0,1,-2,0
-843,-128,-9555,3,2,-3,0
-847,-129,-9551,4,1,-3,0
-841,-132,-9559,0,1,-3,0
-811,-129,-9541,4,3,-3,0
-809,-143,-9538,5,3,-3,0
-805,-153,-9554,2,2,-3,0
-808,-160,-9556,3,0,-4,0
-798,-159,-9550,3,1,-4,0
-809,-174,-9543,1,1,-3,0
-826,-154,-9562,2,0,-2,0
-826,-132,-9562,3,1,-3,0
-837,-142,-9554,1,3,-3,0
-833,-134,-9559,1,1,-2,0
-832,-138,-9556,3,1,-3,0
-833,-137,-9556,3,3,-4,0
-812,-150,-9550,4,1,-3,0
-810,-144,-9565,3,1,-2,0
-806,-155,-9545,3,2,-2,0
-820,-161,-9523,4,2,-2,0
-800,-140,-9555,0,1,-3,0
-816,-147,-9568,0,1,-3,0
-829,-160,-9543,2,2,-3,0
-823,-147,-9545,2,2,-4,0
-833,-131,-9562,2,0,-3,0
-839,-154,-9543,4,0,-3,0
-841,-149,-9536,4,1,-4,0
-841,-156,-9559,1,1,-4,0
-820,-154,-9538,3,1,-4,0
-802,-156,-9555,5,2,-3,0
-809,-158,-9556,2,2,-3,0
-826,-131,-9555,1,1,-3,0
-817,-124,-9547,2,1,-2,0
-804,-146,-9554,2,1,-2,0
-820,-126,-9559,3,1,-2,0
-833,-136,-9556,3,1,-3,0
-826,-150,-9549,3,1,-3,0
-814,-155,-9559,1,0,-3,0
-823,-148,-9553,2,0,-2,0
-824,-164,-9539,5,1,-3,0
-821,-168,-9541,4,1,-2,0
-835,-147,-9557,0,0,-2,0
-826,-154,-9539,1,2,-3,0
-824,-137,-9545,3,2,-2,0
-840,-123,-9541,1,0,-2,0
-821,-117,-9565,0,0,-2,0
-812,-132,-9561,4,1,-3,0
-814,-132,-9541,4,1,-3,0
-810,-150,-9557,3,1,-3,0
-804,-168,-9553,4,3,-4,0
-815,-180,-9551,5,3,-4,0
-820,-155,-9551,1,1,-3,0
-833,-161,-9551,2,2,-3,0
-823,-159,-9550,4,1,-2,0
-835,-146,-9544,2,1,-4,0
-842,-119,-9571,1,1,-3,0
-839,-128,-9559,1,1,-2,0
-814,-135,-9544,2,2,-3,0
